timestamp,gym,gym_cap,pool,pool_cap,pool_temp
2017-04-19T23:12:02.668115+08:00,0,120,0,300,29
2017-04-19T23:13:02.344641+08:00,0,120,0,300,29
2017-04-19T23:14:02.789695+08:00,0,120,0,300,29
2017-04-19T23:15:02.341112+08:00,0,120,0,300,29
2017-04-19T23:16:02.885810+08:00,0,120,0,300,29
2017-04-19T23:17:02.431484+08:00,0,120,0,300,29
2017-04-19T23:18:01.926474+08:00,0,120,0,300,29
2017-04-19T23:19:02.465482+08:00,0,120,0,300,29
2017-04-19T23:20:02.833879+08:00,0,120,0,300,29
2017-04-19T23:21:02.404413+08:00,0,120,0,300,29
2017-04-19T23:22:02.783944+08:00,0,120,0,300,29
2017-04-19T23:23:02.073359+08:00,0,120,0,300,29
2017-04-19T23:24:02.512974+08:00,0,120,0,300,29
2017-04-19T23:25:01.992445+08:00,0,120,0,300,29
2017-04-19T23:26:02.391728+08:00,0,120,0,300,29
2017-04-19T23:27:02.797697+08:00,0,120,0,300,29
2017-04-19T23:28:02.069296+08:00,0,120,0,300,29
2017-04-19T23:29:02.365250+08:00,0,120,0,300,29
2017-04-19T23:30:02.742958+08:00,0,120,0,300,29
2017-04-19T23:31:02.133798+08:00,0,120,0,300,29
2017-04-19T23:32:02.536460+08:00,0,120,0,300,29
2017-04-19T23:33:02.965073+08:00,0,120,0,300,29
2017-04-19T23:34:02.415920+08:00,0,120,0,300,29
2017-04-19T23:35:02.793180+08:00,0,120,0,300,29
2017-04-19T23:36:02.216549+08:00,0,120,0,300,29
2017-04-19T23:37:02.566752+08:00,0,120,0,300,29
2017-04-19T23:38:02.276485+08:00,0,120,0,300,29
2017-04-19T23:39:02.696207+08:00,0,120,0,300,29
2017-04-19T23:40:02.061307+08:00,0,120,0,300,29
2017-04-19T23:41:02.315112+08:00,0,120,0,300,29
2017-04-19T23:42:02.768059+08:00,0,120,0,300,29
2017-04-19T23:43:02.008313+08:00,0,120,0,300,29
2017-04-19T23:44:02.525856+08:00,0,120,0,300,29
2017-04-19T23:45:02.872869+08:00,0,120,0,300,29
2017-04-19T23:46:02.220491+08:00,0,120,0,300,29
2017-04-19T23:47:02.465964+08:00,0,120,0,300,29
